county,precinct,office,district,party,candidate,votes,early,provisional,election_day
Greenlee,001 EAGLE,Supr Ct Retn/GOULD, ANDREW W.,,,1,1,0,0
Greenlee,002 BLUE,Supr Ct Retn/GOULD, ANDREW W.,,,1,1,0,0
Greenlee,003 CLIFTON 1,Supr Ct Retn/GOULD, ANDREW W.,,,139,100,0,39
Greenlee,004 CLIFTON 2,Supr Ct Retn/GOULD, ANDREW W.,,,96,86,0,10
Greenlee,005 MORENCI,Supr Ct Retn/GOULD, ANDREW W.,,,175,120,2,53
Greenlee,006 EAST PLANTSITE,Supr Ct Retn/GOULD, ANDREW W.,,,38,27,0,11
Greenlee,007 YORK/SHELDON,Supr Ct Retn/GOULD, ANDREW W.,,,98,74,0,24
Greenlee,008 DUNCAN,Supr Ct Retn/GOULD, ANDREW W.,,,132,94,3,35
Greenlee,001 EAGLE,Supr Ct Retn/LOPEZ IV, JOHN,,,7,6,0,1
Greenlee,002 BLUE,Supr Ct Retn/LOPEZ IV, JOHN,,,19,13,0,6
Greenlee,003 CLIFTON 1,Supr Ct Retn/LOPEZ IV, JOHN,,,554,393,3,158
Greenlee,004 CLIFTON 2,Supr Ct Retn/LOPEZ IV, JOHN,,,330,268,1,61
Greenlee,005 MORENCI,Supr Ct Retn/LOPEZ IV, JOHN,,,664,395,8,261
Greenlee,006 EAST PLANTSITE,Supr Ct Retn/LOPEZ IV, JOHN,,,155,80,0,75
Greenlee,007 YORK/SHELDON,Supr Ct Retn/LOPEZ IV, JOHN,,,427,316,1,110
Greenlee,008 DUNCAN,Supr Ct Retn/LOPEZ IV, JOHN,,,538,380,6,152
Greenlee,001 EAGLE,Supr Ct Retn/LOPEZ IV, JOHN,,,1,1,0,0
Greenlee,002 BLUE,Supr Ct Retn/LOPEZ IV, JOHN,,,1,1,0,0
Greenlee,003 CLIFTON 1,Supr Ct Retn/LOPEZ IV, JOHN,,,113,73,0,40
Greenlee,004 CLIFTON 2,Supr Ct Retn/LOPEZ IV, JOHN,,,70,63,0,7
Greenlee,005 MORENCI,Supr Ct Retn/LOPEZ IV, JOHN,,,149,97,3,49
Greenlee,006 EAST PLANTSITE,Supr Ct Retn/LOPEZ IV, JOHN,,,34,23,0,11
Greenlee,007 YORK/SHELDON,Supr Ct Retn/LOPEZ IV, JOHN,,,87,63,0,24
Greenlee,008 DUNCAN,Supr Ct Retn/LOPEZ IV, JOHN,,,121,80,3,38
Greenlee,001 EAGLE,Ct App Div2/EPPICH, KARL,,,6,5,0,1
Greenlee,002 BLUE,Ct App Div2/EPPICH, KARL,,,19,13,0,6
Greenlee,003 CLIFTON 1,Ct App Div2/EPPICH, KARL,,,528,368,3,157
Greenlee,004 CLIFTON 2,Ct App Div2/EPPICH, KARL,,,297,237,1,59
Greenlee,005 MORENCI,Ct App Div2/EPPICH, KARL,,,639,384,7,248
Greenlee,006 EAST PLANTSITE,Ct App Div2/EPPICH, KARL,,,152,80,0,72
Greenlee,007 YORK/SHELDON,Ct App Div2/EPPICH, KARL,,,403,292,1,110
Greenlee,008 DUNCAN,Ct App Div2/EPPICH, KARL,,,507,355,5,147
Greenlee,001 EAGLE,Ct App Div2/EPPICH, KARL,,,1,1,0,0
Greenlee,002 BLUE,Ct App Div2/EPPICH, KARL,,,1,1,0,0
Greenlee,003 CLIFTON 1,Ct App Div2/EPPICH, KARL,,,128,88,0,40
Greenlee,004 CLIFTON 2,Ct App Div2/EPPICH, KARL,,,92,84,0,8
Greenlee,005 MORENCI,Ct App Div2/EPPICH, KARL,,,170,104,4,62
Greenlee,006 EAST PLANTSITE,Ct App Div2/EPPICH, KARL,,,35,22,0,13
Greenlee,007 YORK/SHELDON,Ct App Div2/EPPICH, KARL,,,101,78,0,23
Greenlee,008 DUNCAN,Ct App Div2/EPPICH, KARL,,,146,99,4,43
Greenlee,001 EAGLE,Ct App Div2/VASQUEZ,GARYE,,,8,7,0,1
Greenlee,002 BLUE,Ct App Div2/VASQUEZ,GARYE,,,11,7,0,4
Greenlee,003 CLIFTON 1,Ct App Div2/VASQUEZ,GARYE,,,498,330,3,165
Greenlee,004 CLIFTON 2,Ct App Div2/VASQUEZ,GARYE,,,290,231,1,58
Greenlee,005 MORENCI,Ct App Div2/VASQUEZ,GARYE,,,620,358,8,254
Greenlee,006 EAST PLANTSITE,Ct App Div2/VASQUEZ,GARYE,,,146,69,0,77
Greenlee,007 YORK/SHELDON,Ct App Div2/VASQUEZ,GARYE,,,368,262,1,105
Greenlee,008 DUNCAN,Ct App Div2/VASQUEZ,GARYE,,,468,309,5,154
Greenlee,001 EAGLE,Ct App Div2/VASQUEZ,GARYE,,,1,1,0,0
Greenlee,002 BLUE,Ct App Div2/VASQUEZ,GARYE,,,4,3,0,1
Greenlee,003 CLIFTON 1,Ct App Div2/VASQUEZ,GARYE,,,105,72,0,33
Greenlee,004 CLIFTON 2,Ct App Div2/VASQUEZ,GARYE,,,60,51,0,9
Greenlee,005 MORENCI,Ct App Div2/VASQUEZ,GARYE,,,138,83,3,52
Greenlee,006 EAST PLANTSITE,Ct App Div2/VASQUEZ,GARYE,,,33,24,0,9
Greenlee,007 YORK/SHELDON,Ct App Div2/VASQUEZ,GARYE,,,98,72,0,26
Greenlee,008 DUNCAN,Ct App Div2/VASQUEZ,GARYE,,,135,96,4,35
Greenlee,001 EAGLE,PROPOSITION 207,,,,4,4,0,0
Greenlee,002 BLUE,PROPOSITION 207,,,,8,6,0,2
Greenlee,003 CLIFTON 1,PROPOSITION 207,,,,464,332,2,130
Greenlee,004 CLIFTON 2,PROPOSITION 207,,,,252,207,1,44
Greenlee,005 MORENCI,PROPOSITION 207,,,,573,348,10,215
Greenlee,006 EAST PLANTSITE,PROPOSITION 207,,,,116,60,0,56
Greenlee,007 YORK/SHELDON,PROPOSITION 207,,,,280,210,0,70
Greenlee,008 DUNCAN,PROPOSITION 207,,,,325,228,8,89
Greenlee,001 EAGLE,PROPOSITION 207,,,,10,9,0,1
Greenlee,002 BLUE,PROPOSITION 207,,,,13,9,0,4
Greenlee,003 CLIFTON 1,PROPOSITION 207,,,,260,183,1,76
Greenlee,004 CLIFTON 2,PROPOSITION 207,,,,191,162,0,29
Greenlee,005 MORENCI,PROPOSITION 207,,,,303,193,1,109
Greenlee,006 EAST PLANTSITE,PROPOSITION 207,,,,84,51,0,33
Greenlee,007 YORK/SHELDON,PROPOSITION 207,,,,296,223,1,72
Greenlee,008 DUNCAN,PROPOSITION 207,,,,399,286,3,110
Greenlee,001 EAGLE,PROPOSITION 208,,,,0,0,0,0
Greenlee,002 BLUE,PROPOSITION 208,,,,6,5,0,1
Greenlee,003 CLIFTON 1,PROPOSITION 208,,,,374,285,3,86
Greenlee,004 CLIFTON 2,PROPOSITION 208,,,,211,184,1,26
Greenlee,005 MORENCI,PROPOSITION 208,,,,435,272,5,158
Greenlee,006 EAST PLANTSITE,PROPOSITION 208,,,,82,52,0,30
Greenlee,007 YORK/SHELDON,PROPOSITION 208,,,,219,165,1,53
Greenlee,008 DUNCAN,PROPOSITION 208,,,,244,186,5,53
Greenlee,001 EAGLE,PROPOSITION 208,,,,15,14,0,1
Greenlee,002 BLUE,PROPOSITION 208,,,,16,10,0,6
Greenlee,003 CLIFTON 1,PROPOSITION 208,,,,358,238,0,120
Greenlee,004 CLIFTON 2,PROPOSITION 208,,,,239,193,0,46
Greenlee,005 MORENCI,PROPOSITION 208,,,,443,271,6,166
Greenlee,006 EAST PLANTSITE,PROPOSITION 208,,,,121,62,0,59
Greenlee,007 YORK/SHELDON,PROPOSITION 208,,,,365,276,0,89
Greenlee,008 DUNCAN,PROPOSITION 208,,,,492,341,6,145
Greenlee,003 CLIFTON 1,PROPOSITION 400,,,,509,363,2,144
Greenlee,005 MORENCI,PROPOSITION 400,,,,223,125,7,91
Greenlee,006 EAST PLANTSITE,PROPOSITION 400,,,,147,79,0,68
Greenlee,003 CLIFTON 1,PROPOSITION 400,,,,180,131,1,48
Greenlee,005 MORENCI,PROPOSITION 400,,,,77,47,0,30
Greenlee,006 EAST PLANTSITE,PROPOSITION 400,,,,50,30,0,20
