county,precinct,office,district,seats,party,candidate,votes,early_voting,election_day,provisional
Yuma,008,County Attorney,,1,REP,Write-In Totals,15,13,2,0
Yuma,008,County Attorney,,1,REP,Total Votes Cast,15,13,2,0
Yuma,008,County Recorder,,1,REP,"Richard ""Rick"" COLWELL",135,123,12,0
Yuma,008,County Recorder,,1,REP,David LARA,171,149,22,0
Yuma,008,County Recorder,,1,REP,Write-In Totals,4,4,0,0
Yuma,008,County Recorder,,1,REP,Total Votes Cast,310,276,34,0
Yuma,008,County School Superintendent,,1,REP,Tom HURT,300,271,29,0
Yuma,008,County School Superintendent,,1,REP,Write-In Totals,4,3,1,0
Yuma,008,County School Superintendent,,1,REP,Total Votes Cast,304,274,30,0
Yuma,008,County Sheriff,,1,REP,Leon WILMOT,320,284,36,0
Yuma,008,County Sheriff,,1,REP,Write-In Totals,5,4,1,0
Yuma,008,County Sheriff,,1,REP,Total Votes Cast,325,288,37,0
Yuma,008,County Treasurer,,1,REP,David ALEXANDRE,272,242,30,0
Yuma,008,County Treasurer,,1,REP,Write-In Totals,5,4,1,0
Yuma,008,County Treasurer,,1,REP,Total Votes Cast,277,246,31,0
Yuma,008,Judge of the Superior Court,Div 1,1,REP,Write-In Totals,18,16,2,0
Yuma,008,Judge of the Superior Court,Div 1,1,REP,Total Votes Cast,18,16,2,0
Yuma,008,Judge of the Superior Court,Div 4,1,REP,David HAWS,303,271,32,0
Yuma,008,Judge of the Superior Court,Div 4,1,REP,Write-In Totals,2,2,0,0
Yuma,008,Judge of the Superior Court,Div 4,1,REP,Total Votes Cast,305,273,32,0
Yuma,008,Judge of the Superior Court,Div 6,1,REP,Nathaniel SORENSON,287,257,30,0
Yuma,008,Judge of the Superior Court,Div 6,1,REP,Write-In Totals,3,2,1,0
Yuma,008,Judge of the Superior Court,Div 6,1,REP,Total Votes Cast,290,259,31,0
Yuma,008,Judge of the Superior Court,Div 7,1,REP,Darci WEEDE,290,259,31,0
Yuma,008,Judge of the Superior Court,Div 7,1,REP,Write-In Totals,1,1,0,0
Yuma,008,Judge of the Superior Court,Div 7,1,REP,Total Votes Cast,291,260,31,0
Yuma,008,U.S. Senate,,1,DEM,Ruben GALLEGO,186,172,14,0
Yuma,008,U.S. Senate,,1,DEM,Write-In Totals,2,2,0,0
Yuma,008,U.S. Senate,,1,DEM,Total Votes Cast,188,174,14,0
Yuma,008,U.S. House,7,1,DEM,Raul GRIJALVA,180,166,14,0
Yuma,008,U.S. House,7,1,DEM,Write-In Totals,1,1,0,0
Yuma,008,U.S. House,7,1,DEM,Total Votes Cast,181,167,14,0
Yuma,008,State Senate,2,1,DEM,Brian FERNANDEZ,128,120,8,0
Yuma,008,State Senate,2,1,DEM,Jesus Arnulfo LUGO JR.,64,58,6,0
Yuma,008,State Senate,2,1,DEM,Write-In Totals,0,0,0,0
Yuma,008,State Senate,2,1,DEM,Total Votes Cast,192,178,14,0
Yuma,008,State House,2,2,DEM,"James ""Jimmy"" HOLMES",39,35,4,0
Yuma,008,State House,2,2,DEM,Matias ROSALES,106,101,5,0
Yuma,008,State House,2,2,DEM,Mariana SANDOVAL,155,142,13,0
Yuma,008,State House,2,2,DEM,Write-In Totals,1,1,0,0
Yuma,008,State House,2,2,DEM,Total Votes Cast,301,279,22,0
Yuma,008,Corporation Commissioner,,3,DEM,Ylenia AGUILAR,157,146,11,0
Yuma,008,Corporation Commissioner,,3,DEM,Jonathon HILL,131,121,10,0
Yuma,008,Corporation Commissioner,,3,DEM,Joshua POLACHECK,119,112,7,0
Yuma,008,Corporation Commissioner,,3,DEM,Write-In Totals,1,1,0,0
Yuma,008,Corporation Commissioner,,3,DEM,Total Votes Cast,408,380,28,0
Yuma,008,Board of Supervisors,,1,DEM,Write-In Totals,1,0,1,0
Yuma,008,Board of Supervisors,,1,DEM,Total Votes Cast,192,178,14,0
Yuma,008,County Assessor,,1,DEM,Brian DE LA HOYA,181,168,13,0
Yuma,008,County Assessor,,1,DEM,Write-In Totals,1,0,1,0
Yuma,008,County Assessor,,1,DEM,Total Votes Cast,182,168,14,0
Yuma,008,County Attorney,,1,DEM,Karolyn KACZOROWSKI,179,166,13,0
Yuma,008,County Attorney,,1,DEM,Write-In Totals,0,0,0,0
Yuma,008,County Attorney,,1,DEM,Total Votes Cast,179,166,13,0
Yuma,008,County Recorder,,1,DEM,Write-In Totals,28,27,1,0
Yuma,008,County Recorder,,1,DEM,Total Votes Cast,28,27,1,0
Yuma,008,County School Superintendent,,1,DEM,Norma NELSON,176,163,13,0
Yuma,008,County School Superintendent,,1,DEM,Write-In Totals,0,0,0,0
Yuma,008,County School Superintendent,,1,DEM,Total Votes Cast,176,163,13,0
Yuma,008,County Sheriff,,1,DEM,Write-In Totals,27,26,1,0
Yuma,008,County Sheriff,,1,DEM,Total Votes Cast,27,26,1,0
Yuma,008,County Treasurer,,1,DEM,Angela PANCRAZI MORENO,182,171,11,0
Yuma,008,County Treasurer,,1,DEM,Write-In Totals,2,1,1,0
Yuma,008,County Treasurer,,1,DEM,Total Votes Cast,184,172,12,0
Yuma,008,Judge of the Superior Court,Div 1,1,DEM,Mark Wayne REEVES,177,166,11,0
Yuma,008,Judge of the Superior Court,Div 1,1,DEM,Write-In Totals,1,0,1,0
Yuma,008,Judge of the Superior Court,Div 1,1,DEM,Total Votes Cast,178,166,12,0
Yuma,008,Judge of the Superior Court,Div 4,1,DEM,Write-In Totals,19,18,1,0
Yuma,008,Judge of the Superior Court,Div 4,1,DEM,Total Votes Cast,19,18,1,0
Yuma,008,Judge of the Superior Court,Div 6,1,DEM,Write-In Totals,15,14,1,0
Yuma,008,Judge of the Superior Court,Div 6,1,DEM,Total Votes Cast,15,14,1,0
Yuma,008,Judge of the Superior Court,Div 7,1,DEM,Write-In Totals,16,15,1,0
Yuma,008,Judge of the Superior Court,Div 7,1,DEM,Total Votes Cast,16,15,1,0
Yuma,008,U.S. Senate,,1,LBT,Write-In Totals,0,0,0,0
Yuma,008,U.S. Senate,,1,LBT,Total Votes Cast,0,0,0,0
Yuma,008,U.S. House,7,1,LBT,Write-In Totals,0,0,0,0
Yuma,008,U.S. House,7,1,LBT,Total Votes Cast,0,0,0,0
Yuma,008,State Senate,2,1,LBT,Write-In Totals,0,0,0,0
Yuma,008,State Senate,2,1,LBT,Total Votes Cast,0,0,0,0
Yuma,008,State House,2,2,LBT,Write-In Totals,0,0,0,0
Yuma,008,State House,2,2,LBT,Total Votes Cast,0,0,0,0
Yuma,008,Corporation Commissioner,,3,LBT,Write-In Totals,0,0,0,0
Yuma,008,Corporation Commissioner,,3,LBT,Total Votes Cast,0,0,0,0
Yuma,008,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Yuma,008,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Yuma,008,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Yuma,008,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Yuma,008,U.S. House,7,1,GRN,Write-In Totals,0,0,0,0
Yuma,008,U.S. House,7,1,GRN,Total Votes Cast,0,0,0,0
Yuma,008,State Senate,2,1,GRN,Write-In Totals,0,0,0,0
Yuma,008,State Senate,2,1,GRN,Total Votes Cast,0,0,0,0
Yuma,008,State House,2,2,GRN,Write-In Totals,0,0,0,0
Yuma,008,State House,2,2,GRN,Total Votes Cast,0,0,0,0
Yuma,008,Corporation Commissioner,,3,GRN,Write-In Totals,0,0,0,0
Yuma,008,Corporation Commissioner,,3,GRN,Total Votes Cast,0,0,0,0
Yuma,008,NOL Notice,,1,NOL,Total Votes Cast,0,0,0,0
Yuma,008,Council Member,City of Yuma,3,,Martin GARCIA,154,140,14,0
Yuma,008,Council Member,City of Yuma,3,,Brannick HARRIS,156,137,19,0
Yuma,008,Council Member,City of Yuma,3,,Mark MARTINEZ,183,165,18,0
Yuma,008,Council Member,City of Yuma,3,,Chris MORRIS,218,199,19,0
Yuma,008,Council Member,City of Yuma,3,,Karen A. WATTS,293,268,25,0
Yuma,008,Council Member,City of Yuma,3,,Write-In Totals,7,4,3,0
Yuma,008,Council Member,City of Yuma,3,,Total Votes Cast,1011,913,98,0
Yuma,008,Municipal Judge,City of Yuma,1,,Write-In Totals,52,42,10,0
Yuma,008,Municipal Judge,City of Yuma,1,,Total Votes Cast,52,42,10,0
Yuma,009,"Registered Voters - Total ",,,,,2350,2350,2350,2350
Yuma,009,Ballots Cast - Total,,,,,353,323,29,1
Yuma,009,U.S. Senate,,1,REP,Kari LAKE,98,88,9,1
Yuma,009,U.S. Senate,,1,REP,Mark LAMB,81,69,12,0
Yuma,009,U.S. Senate,,1,REP,Elizabeth Jean REYE,14,13,1,0
Yuma,009,U.S. Senate,,1,REP,Write-In Totals,0,0,0,0
Yuma,009,U.S. Senate,,1,REP,Total Votes Cast,193,170,22,1
Yuma,009,U.S. House,7,1,REP,Daniel Frances BUTIEREZ SR.,170,150,19,1
Yuma,009,U.S. House,7,1,REP,Write-In Totals,1,0,1,0
Yuma,009,U.S. House,7,1,REP,Total Votes Cast,171,150,20,1
Yuma,009,State Senate,2,1,REP,Michelle ALTHERR,165,146,18,1
Yuma,009,State Senate,2,1,REP,Write-In Totals,2,1,1,0
Yuma,009,State Senate,2,1,REP,Total Votes Cast,167,147,19,1
Yuma,009,State House,2,2,REP,Michelle PENA,168,149,18,1
Yuma,009,State House,2,2,REP,Write-In Totals,4,2,2,0
Yuma,009,State House,2,2,REP,Total Votes Cast,172,151,20,1
Yuma,009,Corporation Commissioner,,3,REP,Rene LOPEZ,116,103,12,1
Yuma,009,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,110,96,13,1
Yuma,009,Corporation Commissioner,,3,REP,Rachel WALDEN,138,126,12,0
Yuma,009,Corporation Commissioner,,3,REP,Write-In Totals,1,1,0,0
Yuma,009,Corporation Commissioner,,3,REP,Total Votes Cast,365,326,37,2
Yuma,009,Board of Supervisors,1,1,REP,Write-In Totals,19,18,1,0
Yuma,009,Board of Supervisors,1,1,REP,Total Votes Cast,19,18,1,0
Yuma,009,County Assessor,,1,REP,Lupita CANDELA,22,16,5,1
Yuma,009,County Assessor,,1,REP,Victoria MORRIS CLARKSON,63,55,8,0
Yuma,009,County Assessor,,1,REP,"Steven ""Stevie"" SEALE",91,83,8,0
Yuma,009,County Assessor,,1,REP,Write-In Totals,0,0,0,0
Yuma,009,County Assessor,,1,REP,Total Votes Cast,176,154,21,1
Yuma,009,County Attorney,,1,REP,Write-In Totals,8,6,2,0
Yuma,009,County Attorney,,1,REP,Total Votes Cast,8,6,2,0
Yuma,009,County Recorder,,1,REP,"Richard ""Rick"" COLWELL",90,82,8,0
Yuma,009,County Recorder,,1,REP,David LARA,88,74,13,1
Yuma,009,County Recorder,,1,REP,Write-In Totals,1,1,0,0
Yuma,009,County Recorder,,1,REP,Total Votes Cast,179,157,21,1
Yuma,009,County School Superintendent,,1,REP,Tom HURT,174,154,19,1
Yuma,009,County School Superintendent,,1,REP,Write-In Totals,2,1,1,0
Yuma,009,County School Superintendent,,1,REP,Total Votes Cast,176,155,20,1
Yuma,009,County Sheriff,,1,REP,Leon WILMOT,179,158,20,1
Yuma,009,County Sheriff,,1,REP,Write-In Totals,0,0,0,0
Yuma,009,County Sheriff,,1,REP,Total Votes Cast,179,158,20,1
Yuma,009,County Treasurer,,1,REP,David ALEXANDRE,168,149,18,1
Yuma,009,County Treasurer,,1,REP,Write-In Totals,1,1,0,0
Yuma,009,County Treasurer,,1,REP,Total Votes Cast,169,150,18,1
Yuma,009,Judge of the Superior Court,Div 1,1,REP,Write-In Totals,10,8,2,0
Yuma,009,Judge of the Superior Court,Div 1,1,REP,Total Votes Cast,10,8,2,0
Yuma,009,Judge of the Superior Court,Div 4,1,REP,David HAWS,175,155,19,1
Yuma,009,Judge of the Superior Court,Div 4,1,REP,Write-In Totals,2,2,0,0
Yuma,009,Judge of the Superior Court,Div 4,1,REP,Total Votes Cast,177,157,19,1
Yuma,009,Judge of the Superior Court,Div 6,1,REP,Nathaniel SORENSON,169,151,17,1
Yuma,009,Judge of the Superior Court,Div 6,1,REP,Write-In Totals,1,1,0,0
Yuma,009,Judge of the Superior Court,Div 6,1,REP,Total Votes Cast,170,152,17,1
Yuma,009,Judge of the Superior Court,Div 7,1,REP,Darci WEEDE,171,150,20,1
Yuma,009,Judge of the Superior Court,Div 7,1,REP,Write-In Totals,0,0,0,0
Yuma,009,Judge of the Superior Court,Div 7,1,REP,Total Votes Cast,171,150,20,1
Yuma,009,U.S. Senate,,1,DEM,Ruben GALLEGO,141,135,6,0
Yuma,009,U.S. Senate,,1,DEM,Write-In Totals,4,4,0,0
Yuma,009,U.S. Senate,,1,DEM,Total Votes Cast,145,139,6,0
Yuma,009,U.S. House,7,1,DEM,Raul GRIJALVA,137,130,7,0
Yuma,009,U.S. House,7,1,DEM,Write-In Totals,3,3,0,0
Yuma,009,U.S. House,7,1,DEM,Total Votes Cast,140,133,7,0
Yuma,009,State Senate,2,1,DEM,Brian FERNANDEZ,85,80,5,0
Yuma,009,State Senate,2,1,DEM,Jesus Arnulfo LUGO JR.,63,61,2,0
Yuma,009,State Senate,2,1,DEM,Write-In Totals,3,3,0,0
Yuma,009,State Senate,2,1,DEM,Total Votes Cast,151,144,7,0
Yuma,009,State House,2,2,DEM,"James ""Jimmy"" HOLMES",25,24,1,0
Yuma,009,State House,2,2,DEM,Matias ROSALES,97,95,2,0
Yuma,009,State House,2,2,DEM,Mariana SANDOVAL,102,96,6,0
Yuma,009,State House,2,2,DEM,Write-In Totals,3,3,0,0
Yuma,009,State House,2,2,DEM,Total Votes Cast,227,218,9,0
Yuma,009,Corporation Commissioner,,3,DEM,Ylenia AGUILAR,125,120,5,0
Yuma,009,Corporation Commissioner,,3,DEM,Jonathon HILL,90,86,4,0
Yuma,009,Corporation Commissioner,,3,DEM,Joshua POLACHECK,87,82,5,0
Yuma,009,Corporation Commissioner,,3,DEM,Write-In Totals,2,2,0,0
Yuma,009,Corporation Commissioner,,3,DEM,Total Votes Cast,304,290,14,0
Yuma,009,Board of Supervisors,1,1,DEM,Martin PORCHAS,142,136,6,0
Yuma,009,Board of Supervisors,1,1,DEM,Write-In Totals,2,2,0,0
Yuma,009,Board of Supervisors,1,1,DEM,Total Votes Cast,144,138,6,0
Yuma,009,County Assessor,,1,DEM,Brian DE LA HOYA,137,132,5,0
Yuma,009,County Assessor,,1,DEM,Write-In Totals,3,3,0,0
Yuma,009,County Assessor,,1,DEM,Total Votes Cast,140,135,5,0
Yuma,009,County Attorney,,1,DEM,Karolyn KACZOROWSKI,133,128,5,0
Yuma,009,County Attorney,,1,DEM,Write-In Totals,1,1,0,0
Yuma,009,County Attorney,,1,DEM,Total Votes Cast,134,129,5,0
Yuma,009,County Recorder,,1,DEM,Write-In Totals,22,22,0,0
Yuma,009,County Recorder,,1,DEM,Total Votes Cast,22,22,0,0
Yuma,009,County School Superintendent,,1,DEM,Norma NELSON,131,127,4,0
Yuma,009,County School Superintendent,,1,DEM,Write-In Totals,1,1,0,0
Yuma,009,County School Superintendent,,1,DEM,Total Votes Cast,132,128,4,0
Yuma,009,County Sheriff,,1,DEM,Write-In Totals,21,21,0,0
Yuma,009,County Sheriff,,1,DEM,Total Votes Cast,21,21,0,0
Yuma,009,County Treasurer,,1,DEM,Angela PANCRAZI MORENO,143,136,7,0
Yuma,009,County Treasurer,,1,DEM,Write-In Totals,1,1,0,0
Yuma,009,County Treasurer,,1,DEM,Total Votes Cast,144,137,7,0
Yuma,009,Judge of the Superior Court,Div 1,1,DEM,Mark Wayne REEVES,138,131,7,0
Yuma,009,Judge of the Superior Court,Div 1,1,DEM,Write-In Totals,0,0,0,0
Yuma,009,Judge of the Superior Court,Div 1,1,DEM,Total Votes Cast,138,131,7,0
Yuma,009,Judge of the Superior Court,Div 4,1,DEM,Write-In Totals,12,12,0,0
Yuma,009,Judge of the Superior Court,Div 4,1,DEM,Total Votes Cast,12,12,0,0
Yuma,009,Judge of the Superior Court,Div 6,1,DEM,Write-In Totals,12,12,0,0
Yuma,009,Judge of the Superior Court,Div 6,1,DEM,Total Votes Cast,12,12,0,0
Yuma,009,Judge of the Superior Court,Div 7,1,DEM,Write-In Totals,12,12,0,0
Yuma,009,Judge of the Superior Court,Div 7,1,DEM,Total Votes Cast,12,12,0,0
Yuma,009,U.S. Senate,,1,LBT,Write-In Totals,0,0,0,0
Yuma,009,U.S. Senate,,1,LBT,Total Votes Cast,0,0,0,0
Yuma,009,U.S. House,7,1,LBT,Write-In Totals,0,0,0,0
Yuma,009,U.S. House,7,1,LBT,Total Votes Cast,0,0,0,0
Yuma,009,State Senate,2,1,LBT,Write-In Totals,0,0,0,0
Yuma,009,State Senate,2,1,LBT,Total Votes Cast,0,0,0,0
Yuma,009,State House,2,2,LBT,Write-In Totals,0,0,0,0
Yuma,009,State House,2,2,LBT,Total Votes Cast,0,0,0,0
Yuma,009,Corporation Commissioner,,3,LBT,Write-In Totals,0,0,0,0
Yuma,009,Corporation Commissioner,,3,LBT,Total Votes Cast,0,0,0,0
Yuma,009,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Yuma,009,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Yuma,009,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
Yuma,009,U.S. Senate,,1,GRN,Total Votes Cast,0,0,0,0
Yuma,009,U.S. House,7,1,GRN,Write-In Totals,0,0,0,0
Yuma,009,U.S. House,7,1,GRN,Total Votes Cast,0,0,0,0
Yuma,009,State Senate,2,1,GRN,Write-In Totals,0,0,0,0
Yuma,009,State Senate,2,1,GRN,Total Votes Cast,0,0,0,0
Yuma,009,State House,2,2,GRN,Write-In Totals,0,0,0,0
Yuma,009,State House,2,2,GRN,Total Votes Cast,0,0,0,0
Yuma,009,Corporation Commissioner,,3,GRN,Write-In Totals,0,0,0,0
Yuma,009,Corporation Commissioner,,3,GRN,Total Votes Cast,0,0,0,0
Yuma,009,NOL Notice,,1,NOL,Total Votes Cast,0,0,0,0
Yuma,009,Council Member,City of Yuma,3,,Martin GARCIA,77,70,7,0
Yuma,009,Council Member,City of Yuma,3,,Brannick HARRIS,94,85,9,0
Yuma,009,Council Member,City of Yuma,3,,Mark MARTINEZ,97,83,13,1
Yuma,009,Council Member,City of Yuma,3,,Chris MORRIS,132,118,13,1
Yuma,009,Council Member,City of Yuma,3,,Karen A. WATTS,134,121,13,0
Yuma,009,Council Member,City of Yuma,3,,Write-In Totals,0,0,0,0
Yuma,009,Council Member,City of Yuma,3,,Total Votes Cast,534,477,55,2
Yuma,009,Municipal Judge,City of Yuma,1,,Write-In Totals,24,21,3,0
Yuma,009,Municipal Judge,City of Yuma,1,,Total Votes Cast,24,21,3,0
Yuma,010,"Registered Voters - Total ",,,,,2701,2701,2701,2701
Yuma,010,Ballots Cast - Total,,,,,324,281,42,1
Yuma,010,U.S. Senate,,1,REP,Kari LAKE,86,65,21,0
Yuma,010,U.S. Senate,,1,REP,Mark LAMB,56,50,6,0
Yuma,010,U.S. Senate,,1,REP,Elizabeth Jean REYE,11,11,0,0
Yuma,010,U.S. Senate,,1,REP,Write-In Totals,2,2,0,0
Yuma,010,U.S. Senate,,1,REP,Total Votes Cast,155,128,27,0
Yuma,010,U.S. House,7,1,REP,Daniel Frances BUTIEREZ SR.,130,111,19,0
Yuma,010,U.S. House,7,1,REP,Write-In Totals,3,1,2,0
Yuma,010,U.S. House,7,1,REP,Total Votes Cast,133,112,21,0
Yuma,010,State Senate,2,1,REP,Michelle ALTHERR,133,114,19,0
Yuma,010,State Senate,2,1,REP,Write-In Totals,1,1,0,0
Yuma,010,State Senate,2,1,REP,Total Votes Cast,134,115,19,0
Yuma,010,State House,2,2,REP,Michelle PENA,133,114,19,0
Yuma,010,State House,2,2,REP,Write-In Totals,3,1,2,0
Yuma,010,State House,2,2,REP,Total Votes Cast,136,115,21,0
Yuma,010,Corporation Commissioner,,3,REP,Rene LOPEZ,96,87,9,0
Yuma,010,Corporation Commissioner,,3,REP,Lea MARQUEZ PETERSON,78,67,11,0
Yuma,010,Corporation Commissioner,,3,REP,Rachel WALDEN,100,85,15,0
Yuma,010,Corporation Commissioner,,3,REP,Write-In Totals,3,3,0,0
Yuma,010,Corporation Commissioner,,3,REP,Total Votes Cast,277,242,35,0
Yuma,010,Board of Supervisors,1,1,REP,Write-In Totals,15,13,2,0
Yuma,010,Board of Supervisors,1,1,REP,Total Votes Cast,15,13,2,0
Yuma,010,County Assessor,,1,REP,Lupita CANDELA,36,29,7,0
Yuma,010,County Assessor,,1,REP,Victoria MORRIS CLARKSON,46,41,5,0
Yuma,010,County Assessor,,1,REP,"Steven ""Stevie"" SEALE",60,49,11,0
Yuma,010,County Assessor,,1,REP,Write-In Totals,1,1,0,0
Yuma,010,County Assessor,,1,REP,Total Votes Cast,143,120,23,0
Yuma,010,County Attorney,,1,REP,Write-In Totals,10,7,3,0
Yuma,010,County Attorney,,1,REP,Total Votes Cast,10,7,3,0
Yuma,010,County Recorder,,1,REP,"Richard ""Rick"" COLWELL",67,57,10,0
Yuma,010,County Recorder,,1,REP,David LARA,74,61,13,0
Yuma,010,County Recorder,,1,REP,Write-In Totals,0,0,0,0
Yuma,010,County Recorder,,1,REP,Total Votes Cast,141,118,23,0
Yuma,010,County School Superintendent,,1,REP,Tom HURT,130,110,20,0
Yuma,010,County School Superintendent,,1,REP,Write-In Totals,2,2,0,0
Yuma,010,County School Superintendent,,1,REP,Total Votes Cast,132,112,20,0
Yuma,010,County Sheriff,,1,REP,Leon WILMOT,139,117,22,0
Yuma,010,County Sheriff,,1,REP,Write-In Totals,1,1,0,0
Yuma,010,County Sheriff,,1,REP,Total Votes Cast,140,118,22,0
Yuma,010,County Treasurer,,1,REP,David ALEXANDRE,126,106,20,0
Yuma,010,County Treasurer,,1,REP,Write-In Totals,3,2,1,0
Yuma,010,County Treasurer,,1,REP,Total Votes Cast,129,108,21,0
Yuma,010,Judge of the Superior Court,Div 1,1,REP,Write-In Totals,10,7,3,0
Yuma,010,Judge of the Superior Court,Div 1,1,REP,Total Votes Cast,10,7,3,0
Yuma,010,Judge of the Superior Court,Div 4,1,REP,David HAWS,131,111,20,0
Yuma,010,Judge of the Superior Court,Div 4,1,REP,Write-In Totals,0,0,0,0
Yuma,010,Judge of the Superior Court,Div 4,1,REP,Total Votes Cast,131,111,20,0
Yuma,010,Judge of the Superior Court,Div 6,1,REP,Nathaniel SORENSON,127,109,18,0
Yuma,010,Judge of the Superior Court,Div 6,1,REP,Write-In Totals,0,0,0,0
Yuma,010,Judge of the Superior Court,Div 6,1,REP,Total Votes Cast,127,109,18,0
Yuma,010,Judge of the Superior Court,Div 7,1,REP,Darci WEEDE,125,106,19,0
Yuma,010,Judge of the Superior Court,Div 7,1,REP,Write-In Totals,0,0,0,0
Yuma,010,Judge of the Superior Court,Div 7,1,REP,Total Votes Cast,125,106,19,0
Yuma,010,U.S. Senate,,1,DEM,Ruben GALLEGO,158,142,15,1
Yuma,010,U.S. Senate,,1,DEM,Write-In Totals,2,2,0,0
Yuma,010,U.S. Senate,,1,DEM,Total Votes Cast,160,144,15,1
Yuma,010,U.S. House,7,1,DEM,Raul GRIJALVA,159,143,15,1
Yuma,010,U.S. House,7,1,DEM,Write-In Totals,0,0,0,0
Yuma,010,U.S. House,7,1,DEM,Total Votes Cast,159,143,15,1
Yuma,010,State Senate,2,1,DEM,Brian FERNANDEZ,107,98,8,1
Yuma,010,State Senate,2,1,DEM,Jesus Arnulfo LUGO JR.,52,45,7,0
Yuma,010,State Senate,2,1,DEM,Write-In Totals,1,1,0,0
Yuma,010,State Senate,2,1,DEM,Total Votes Cast,160,144,15,1
Yuma,010,State House,2,2,DEM,"James ""Jimmy"" HOLMES",27,23,4,0
Yuma,010,State House,2,2,DEM,Matias ROSALES,87,77,9,1
Yuma,010,State House,2,2,DEM,Mariana SANDOVAL,140,126,13,1
Yuma,010,State House,2,2,DEM,Write-In Totals,1,1,0,0
Yuma,010,State House,2,2,DEM,Total Votes Cast,255,227,26,2
Yuma,010,Corporation Commissioner,,3,DEM,Ylenia AGUILAR,140,126,13,1
Yuma,010,Corporation Commissioner,,3,DEM,Jonathon HILL,105,92,12,1
Yuma,010,Corporation Commissioner,,3,DEM,Joshua POLACHECK,95,85,9,1
Yuma,010,Corporation Commissioner,,3,DEM,Write-In Totals,0,0,0,0
Yuma,010,Corporation Commissioner,,3,DEM,Total Votes Cast,340,303,34,3
Yuma,010,Board of Supervisors,1,1,DEM,Martin PORCHAS,156,140,15,1
Yuma,010,Board of Supervisors,1,1,DEM,Write-In Totals,0,0,0,0
Yuma,010,Board of Supervisors,1,1,DEM,Total Votes Cast,156,140,15,1
Yuma,010,County Assessor,,1,DEM,Brian DE LA HOYA,157,141,15,1
Yuma,010,County Assessor,,1,DEM,Write-In Totals,0,0,0,0
Yuma,010,County Assessor,,1,DEM,Total Votes Cast,157,141,15,1
Yuma,010,County Attorney,,1,DEM,Karolyn KACZOROWSKI,145,129,15,1
Yuma,010,County Attorney,,1,DEM,Write-In Totals,1,1,0,0
Yuma,010,County Attorney,,1,DEM,Total Votes Cast,146,130,15,1
Yuma,010,County Recorder,,1,DEM,Write-In Totals,39,36,3,0
Yuma,010,County Recorder,,1,DEM,Total Votes Cast,39,36,3,0
Yuma,010,County School Superintendent,,1,DEM,Norma NELSON,157,141,15,1
Yuma,010,County School Superintendent,,1,DEM,Write-In Totals,0,0,0,0
Yuma,010,County School Superintendent,,1,DEM,Total Votes Cast,157,141,15,1
Yuma,010,County Sheriff,,1,DEM,Write-In Totals,19,19,0,0
Yuma,010,County Sheriff,,1,DEM,Total Votes Cast,19,19,0,0
Yuma,010,County Treasurer,,1,DEM,Angela PANCRAZI MORENO,156,140,15,1
Yuma,010,County Treasurer,,1,DEM,Write-In Totals,0,0,0,0
Yuma,010,County Treasurer,,1,DEM,Total Votes Cast,156,140,15,1
Yuma,010,Judge of the Superior Court,Div 1,1,DEM,Mark Wayne REEVES,152,138,13,1
Yuma,010,Judge of the Superior Court,Div 1,1,DEM,Write-In Totals,0,0,0,0
Yuma,010,Judge of the Superior Court,Div 1,1,DEM,Total Votes Cast,152,138,13,1
Yuma,010,Judge of the Superior Court,Div 4,1,DEM,Write-In Totals,18,18,0,0
Yuma,010,Judge of the Superior Court,Div 4,1,DEM,Total Votes Cast,18,18,0,0
Yuma,010,Judge of the Superior Court,Div 6,1,DEM,Write-In Totals,15,15,0,0
Yuma,010,Judge of the Superior Court,Div 6,1,DEM,Total Votes Cast,15,15,0,0
Yuma,010,Judge of the Superior Court,Div 7,1,DEM,Write-In Totals,15,15,0,0
Yuma,010,Judge of the Superior Court,Div 7,1,DEM,Total Votes Cast,15,15,0,0
Yuma,010,U.S. Senate,,1,LBT,Write-In Totals,1,1,0,0
Yuma,010,U.S. Senate,,1,LBT,Total Votes Cast,1,1,0,0
Yuma,010,U.S. House,7,1,LBT,Write-In Totals,1,1,0,0
Yuma,010,U.S. House,7,1,LBT,Total Votes Cast,1,1,0,0
Yuma,010,State Senate,2,1,LBT,Write-In Totals,1,1,0,0
Yuma,010,State Senate,2,1,LBT,Total Votes Cast,1,1,0,0
Yuma,010,State House,2,2,LBT,Write-In Totals,1,1,0,0
Yuma,010,State House,2,2,LBT,Total Votes Cast,1,1,0,0
Yuma,010,Corporation Commissioner,,3,LBT,Write-In Totals,3,3,0,0
Yuma,010,Corporation Commissioner,,3,LBT,Total Votes Cast,3,3,0,0
Yuma,010,U.S. Senate,,1,GRN,Arturo HERNANDEZ,0,0,0,0
Yuma,010,U.S. Senate,,1,GRN,Michael NORTON,0,0,0,0
Yuma,010,U.S. Senate,,1,GRN,Write-In Totals,0,0,0,0
