county,precinct,office,district,candidate,party,votes,early_voting,early_voting_tsx,election_day,provisional,tsx
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (BROWN),,YES,NP,241,145,0,46,50,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (BROWN),,NO,NP,51,32,0,9,10,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (JONES),,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (JONES),,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (JONES),,Times Blank Voted,NP,155,89,0,32,34,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (JONES),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (JONES),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (JONES),,YES,NP,226,140,0,40,46,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (JONES),,NO,NP,65,37,0,14,14,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Blank Voted,NP,157,91,0,32,34,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (THOMPSON),,YES,NP,221,130,0,41,50,0
Coconino,Flagstaff 13,JUDGE COURT OF APPEALS DIV I (THOMPSON),,NO,NP,68,45,0,13,10,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Blank Voted,NP,167,94,0,33,40,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Number of Under Votes,NP,149,85,0,34,30,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"FREDERICKS,CHRISTINE",NP,132,80,0,28,24,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"GILMORE, CAROLE",NP,126,83,0,21,22,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"KELTY, KARA",NP,161,99,0,21,41,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"KULPINSKI, PAUL",NP,104,67,0,22,15,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"LAWRENCE, DANIELLE",NP,154,96,0,29,29,0
Coconino,Flagstaff 13,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Write-in 80,NP,8,3,0,4,1,0
Coconino,Flagstaff 13,MAYOR - CITY OF FLAGSTAFF,,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,MAYOR - CITY OF FLAGSTAFF,,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,MAYOR - CITY OF FLAGSTAFF,,Times Blank Voted,NP,123,69,0,24,30,0
Coconino,Flagstaff 13,MAYOR - CITY OF FLAGSTAFF,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,MAYOR - CITY OF FLAGSTAFF,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,MAYOR - CITY OF FLAGSTAFF,,"EVANS, CORAL J.",NP,211,132,0,40,39,0
Coconino,Flagstaff 13,MAYOR - CITY OF FLAGSTAFF,,"NABOURS, JERRY",NP,111,65,0,21,25,0
Coconino,Flagstaff 13,MAYOR - CITY OF FLAGSTAFF,,Write-in 30,NP,1,0,0,1,0,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,Times Blank Voted,NP,139,86,0,22,31,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,Number of Under Votes,NP,198,104,0,51,43,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,"BREWSTER, KARLA",NP,140,81,0,27,32,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,"MCCARTHY, JIM",NP,121,69,0,26,26,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,"ODEGAARD, CHARLIE",NP,93,60,0,13,20,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,"ORAVITS, JEFF",NP,71,46,0,15,10,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,"SHIMONI, ADAM",NP,158,95,0,29,34,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,"WHELAN, JAMIE",NP,134,83,0,27,24,0
Coconino,Flagstaff 13,COUNCILMEMBER - CITY OF FLAGSTAFF,,Write-in 90,NP,6,2,0,4,0,0
Coconino,Flagstaff 13,PROPOSITION 205,,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 205,,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,PROPOSITION 205,,Times Blank Voted,NP,16,12,0,2,2,0
Coconino,Flagstaff 13,PROPOSITION 205,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 205,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 205,,YES,NP,349,202,0,69,78,0
Coconino,Flagstaff 13,PROPOSITION 205,,NO,NP,81,52,0,15,14,0
Coconino,Flagstaff 13,PROPOSITION 206,,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 206,,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,PROPOSITION 206,,Times Blank Voted,NP,18,14,0,1,3,0
Coconino,Flagstaff 13,PROPOSITION 206,,Times Over Voted,NP,2,2,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 206,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 206,,YES,NP,277,165,0,56,56,0
Coconino,Flagstaff 13,PROPOSITION 206,,NO,NP,149,85,0,29,35,0
Coconino,Flagstaff 13,PROPOSITION 410,,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 410,,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,PROPOSITION 410,,Times Blank Voted,NP,76,47,0,15,14,0
Coconino,Flagstaff 13,PROPOSITION 410,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 410,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 410,,YES,NP,242,146,0,46,50,0
Coconino,Flagstaff 13,PROPOSITION 410,,NO,NP,128,73,0,25,30,0
Coconino,Flagstaff 13,PROPOSITION 411,,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 411,,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,PROPOSITION 411,,Times Blank Voted,NP,77,45,0,13,19,0
Coconino,Flagstaff 13,PROPOSITION 411,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 411,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 411,,YES,NP,249,154,0,47,48,0
Coconino,Flagstaff 13,PROPOSITION 411,,NO,NP,120,67,0,26,27,0
Coconino,Flagstaff 13,PROPOSITION 412,,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 412,,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,PROPOSITION 412,,Times Blank Voted,NP,101,61,0,20,20,0
Coconino,Flagstaff 13,PROPOSITION 412,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 412,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 412,,"BOND APPROVAL, YES",NP,186,112,0,37,37,0
Coconino,Flagstaff 13,PROPOSITION 412,,"BOND APPROVAL, NO",NP,159,93,0,29,37,0
Coconino,Flagstaff 13,PROPOSITION 413,,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 413,,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,PROPOSITION 413,,Times Blank Voted,NP,78,48,0,16,14,0
Coconino,Flagstaff 13,PROPOSITION 413,,Times Over Voted,NP,2,2,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 413,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 413,,YES,NP,316,189,0,62,65,0
Coconino,Flagstaff 13,PROPOSITION 413,,NO,NP,50,27,0,8,15,0
Coconino,Flagstaff 13,PROPOSITION 414,,Registered Voters,NP,1048,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 414,,Times Counted,NP,446,266,0,86,94,0
Coconino,Flagstaff 13,PROPOSITION 414,,Times Blank Voted,NP,59,39,0,12,8,0
Coconino,Flagstaff 13,PROPOSITION 414,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 414,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 13,PROPOSITION 414,,YES,NP,284,163,0,55,66,0
Coconino,Flagstaff 13,PROPOSITION 414,,NO,NP,103,64,0,19,20,0
Coconino,Flagstaff 14,President,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,President,,Times Counted,NP,1027,674,0,238,114,1
Coconino,Flagstaff 14,President,,Times Blank Voted,NP,5,3,0,1,1,0
Coconino,Flagstaff 14,President,,Times Over Voted,NP,6,6,0,0,0,0
Coconino,Flagstaff 14,President,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,President,,CLINTON-KAINE,DEM,625,424,0,137,64,0
Coconino,Flagstaff 14,President,,TRUMP-PENCE,REP,236,135,0,71,29,1
Coconino,Flagstaff 14,President,,JOHNSON-WELD,LBT,86,57,0,17,12,0
Coconino,Flagstaff 14,President,,STEIN-BARAKA,GRN,32,24,0,5,3,0
Coconino,Flagstaff 14,President,,Write-in,NP,37,25,0,7,5,0
Coconino,Flagstaff 14,U.S. Senate,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,U.S. Senate,,Times Counted,NP,1027,674,0,238,114,1
Coconino,Flagstaff 14,U.S. Senate,,Times Blank Voted,NP,48,27,0,7,14,0
Coconino,Flagstaff 14,U.S. Senate,,Times Over Voted,NP,5,5,0,0,0,0
Coconino,Flagstaff 14,U.S. Senate,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,U.S. Senate,,"KIRKPATRICK, ANN",DEM,548,374,0,122,52,0
Coconino,Flagstaff 14,U.S. Senate,,"MCCAIN, JOHN",REP,352,217,0,93,41,1
Coconino,Flagstaff 14,U.S. Senate,,"SWING, GARY",GRN,69,47,0,15,7,0
Coconino,Flagstaff 14,U.S. Senate,,Write-in,NP,5,4,0,1,0,0
Coconino,Flagstaff 14,U.S. House,1,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,U.S. House,1,Times Counted,NP,1027,674,0,238,114,1
Coconino,Flagstaff 14,U.S. House,1,Times Blank Voted,NP,116,66,0,26,24,0
Coconino,Flagstaff 14,U.S. House,1,Times Over Voted,NP,2,2,0,0,0,0
Coconino,Flagstaff 14,U.S. House,1,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,U.S. House,1,"O'HALLERAN, TOM",DEM,574,400,0,121,53,0
Coconino,Flagstaff 14,U.S. House,1,"BABEU, PAUL",REP,226,128,0,70,27,1
Coconino,Flagstaff 14,U.S. House,1,"PARRISH, RAY",GRN,106,75,0,21,10,0
Coconino,Flagstaff 14,U.S. House,1,Write-in,NP,3,3,0,0,0,0
Coconino,Flagstaff 14,State Senate,6,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,State Senate,6,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,State Senate,6,Times Blank Voted,NP,115,63,0,27,25,0
Coconino,Flagstaff 14,State Senate,6,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,State Senate,6,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,State Senate,6,"BAGLEY, NIKKI CHECK",DEM,608,432,0,123,53,0
Coconino,Flagstaff 14,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,245,153,0,63,28,1
Coconino,Flagstaff 14,State Senate,6,Write-in,NP,2,2,0,0,0,0
Coconino,Flagstaff 14,State Representative,6,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,State Representative,6,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,State Representative,6,Times Blank Voted,NP,123,69,0,26,28,0
Coconino,Flagstaff 14,State Representative,6,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,State Representative,6,Number of Under Votes,NP,586,392,0,142,52,0
Coconino,Flagstaff 14,State Representative,6,"MARTINEZ, ALEX",DEM,605,439,0,117,49,0
Coconino,Flagstaff 14,State Representative,6,"BARTON, BRENDA",REP,237,163,0,46,27,1
Coconino,Flagstaff 14,State Representative,6,"THORPE, BOB",REP,261,164,0,69,27,1
Coconino,Flagstaff 14,State Representative,6,Write-in,NP,5,4,0,0,1,0
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,Times Blank Voted,NP,180,102,0,44,34,0
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,Number of Under Votes,NP,698,441,0,182,75,0
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,"CHABIN, TOM",DEM,531,393,0,98,40,0
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,"MUNDELL, WILLIAM",DEM,469,363,0,72,34,0
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,"BURNS, ROBERT",REP,252,167,0,57,27,1
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,"DUNN, BOYD",REP,191,126,0,47,17,1
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,"TOBIN, ANDY",REP,222,148,0,51,22,1
Coconino,Flagstaff 14,CORPORATION COMMISSIONER (ELECT THREE),,Write-in,NP,7,6,0,0,1,0
Coconino,Flagstaff 14,BOARD OF SUPERVISORS - 2,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,BOARD OF SUPERVISORS - 2,,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,BOARD OF SUPERVISORS - 2,,Times Blank Voted,NP,147,85,0,33,29,0
Coconino,Flagstaff 14,BOARD OF SUPERVISORS - 2,,Times Over Voted,NP,2,1,0,0,1,0
Coconino,Flagstaff 14,BOARD OF SUPERVISORS - 2,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,BOARD OF SUPERVISORS - 2,,"ARCHULETA, ELIZABETH",DEM,611,439,0,120,52,0
Coconino,Flagstaff 14,BOARD OF SUPERVISORS - 2,,"SALL, BRUCE",REP,211,126,0,60,24,1
Coconino,Flagstaff 14,BOARD OF SUPERVISORS - 2,,Write-in,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY ASSESSOR,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY ASSESSOR,,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,COUNTY ASSESSOR,,Times Blank Voted,NP,280,162,0,75,42,1
Coconino,Flagstaff 14,COUNTY ASSESSOR,,Times Over Voted,NP,2,2,0,0,0,0
Coconino,Flagstaff 14,COUNTY ASSESSOR,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY ASSESSOR,,"RUIZ, ARMANDO",DEM,681,482,0,135,64,0
Coconino,Flagstaff 14,COUNTY ASSESSOR,,Write-in,NP,8,5,0,3,0,0
Coconino,Flagstaff 14,COUNTY ATTORNEY,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY ATTORNEY,,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,COUNTY ATTORNEY,,Times Blank Voted,NP,281,163,0,73,44,1
Coconino,Flagstaff 14,COUNTY ATTORNEY,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,COUNTY ATTORNEY,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY ATTORNEY,,"RING, BILL",DEM,676,476,0,138,62,0
Coconino,Flagstaff 14,COUNTY ATTORNEY,,Write-in,NP,13,11,0,2,0,0
Coconino,Flagstaff 14,COUNTY RECORDER,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY RECORDER,,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,COUNTY RECORDER,,Times Blank Voted,NP,278,165,0,71,41,1
Coconino,Flagstaff 14,COUNTY RECORDER,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,COUNTY RECORDER,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY RECORDER,,"HANSEN, PATTY",DEM,684,480,0,139,65,0
Coconino,Flagstaff 14,COUNTY RECORDER,,Write-in,NP,8,5,0,3,0,0
Coconino,Flagstaff 14,COUNTY SHERIFF,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY SHERIFF,,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,COUNTY SHERIFF,,Times Blank Voted,NP,173,103,0,38,32,0
Coconino,Flagstaff 14,COUNTY SHERIFF,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,COUNTY SHERIFF,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY SHERIFF,,"DRISCOLL, JIM",DEM,521,369,0,109,42,1
Coconino,Flagstaff 14,COUNTY SHERIFF,,"THOMAS, DANNY",IND,276,178,0,66,32,0
Coconino,Flagstaff 14,COUNTY SHERIFF,,Write-in,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY SUPERINTENDENT OF SCHOOLS,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY SUPERINTENDENT OF SCHOOLS,,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,COUNTY SUPERINTENDENT OF SCHOOLS,,Times Blank Voted,NP,280,167,0,69,43,1
Coconino,Flagstaff 14,COUNTY SUPERINTENDENT OF SCHOOLS,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,COUNTY SUPERINTENDENT OF SCHOOLS,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY SUPERINTENDENT OF SCHOOLS,,"VANDERWEY, RISHA",DEM,681,476,0,142,63,0
Coconino,Flagstaff 14,COUNTY SUPERINTENDENT OF SCHOOLS,,Write-in,NP,9,7,0,2,0,0
Coconino,Flagstaff 14,COUNTY TREASURER,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY TREASURER,,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,COUNTY TREASURER,,Times Blank Voted,NP,288,171,0,74,42,1
Coconino,Flagstaff 14,COUNTY TREASURER,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,COUNTY TREASURER,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,COUNTY TREASURER,,"BENATAR, SARAH",DEM,677,475,0,138,64,0
Coconino,Flagstaff 14,COUNTY TREASURER,,Write-in,NP,5,4,0,1,0,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV III,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV III,,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV III,,Times Blank Voted,NP,344,219,0,79,46,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV III,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV III,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV III,,"MORAN, MARK R.",NP,621,427,0,133,60,1
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV III,,Write-in,NP,5,4,0,1,0,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV V,,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV V,,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV V,,Times Blank Voted,NP,361,226,0,82,53,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV V,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV V,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV V,,"NICHOLS, CATHLEEN",NP,602,417,0,131,53,1
Coconino,Flagstaff 14,JUDGE OF THE SUPERIOR COURT - DIV V,,Write-in,NP,7,7,0,0,0,0
Coconino,Flagstaff 14,JUSTICE AZ SUPREME COURT (TIMMER),,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,JUSTICE AZ SUPREME COURT (TIMMER),,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,JUSTICE AZ SUPREME COURT (TIMMER),,Times Blank Voted,NP,316,206,0,62,48,0
Coconino,Flagstaff 14,JUSTICE AZ SUPREME COURT (TIMMER),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,JUSTICE AZ SUPREME COURT (TIMMER),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,JUSTICE AZ SUPREME COURT (TIMMER),,YES,NP,485,330,0,108,46,1
Coconino,Flagstaff 14,JUSTICE AZ SUPREME COURT (TIMMER),,NO,NP,170,115,0,43,12,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (BROWN),,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Blank Voted,NP,331,218,0,69,44,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (BROWN),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (BROWN),,YES,NP,472,324,0,102,45,1
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (BROWN),,NO,NP,167,108,0,42,17,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (JONES),,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (JONES),,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (JONES),,Times Blank Voted,NP,341,226,0,71,44,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (JONES),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (JONES),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (JONES),,YES,NP,446,307,0,93,45,1
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (JONES),,NO,NP,184,118,0,49,17,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Blank Voted,NP,343,226,0,72,45,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (THOMPSON),,YES,NP,440,304,0,94,41,1
Coconino,Flagstaff 14,JUDGE COURT OF APPEALS DIV I (THOMPSON),,NO,NP,188,121,0,47,20,0
Coconino,Flagstaff 14,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Registered Voters,NP,1568,0,0,0,0,0
Coconino,Flagstaff 14,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Counted,NP,971,651,0,213,106,1
Coconino,Flagstaff 14,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Blank Voted,NP,352,224,0,80,48,0
Coconino,Flagstaff 14,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Over Voted,NP,3,3,0,0,0,0
Coconino,Flagstaff 14,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Number of Under Votes,NP,395,223,0,117,55,0
Coconino,Flagstaff 14,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"FREDERICKS,CHRISTINE",NP,294,201,0,64,29,0
Coconino,Flagstaff 14,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"GILMORE, CAROLE",NP,268,200,0,46,21,1
