county,precinct,office,district,candidate,party_name,votes,election_day,early_voting,provisional
Greenlee,003 Clifton 1,Attorney General,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,Attorney General,,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,Attorney General,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,Attorney General,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Attorney General,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,Attorney General,,OVER VOTES,,1,0,1,0
Greenlee,001 Eagle,Attorney General,,UNDER VOTES,,0,0,0,0
Greenlee,002 Blue,Attorney General,,UNDER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Attorney General,,UNDER VOTES,,22,1,21,0
Greenlee,004 Clifton 2,Attorney General,,UNDER VOTES,,14,0,14,0
Greenlee,005 Morenci,Attorney General,,UNDER VOTES,,12,1,10,1
Greenlee,006 East Plantsite,Attorney General,,UNDER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Attorney General,,UNDER VOTES,,25,2,23,0
Greenlee,008 Duncan,Attorney General,,UNDER VOTES,,26,3,22,1
Greenlee,001 Eagle,State Treasurer,,"YEE, KIMBERLY",REP,14,0,14,0
Greenlee,002 Blue,State Treasurer,,"YEE, KIMBERLY",REP,30,7,23,0
Greenlee,003 Clifton 1,State Treasurer,,"YEE, KIMBERLY",REP,164,31,127,6
Greenlee,004 Clifton 2,State Treasurer,,"YEE, KIMBERLY",REP,158,34,121,3
Greenlee,005 Morenci,State Treasurer,,"YEE, KIMBERLY",REP,338,130,185,23
Greenlee,006 East Plantsite,State Treasurer,,"YEE, KIMBERLY",REP,89,39,40,10
Greenlee,007 York/Sheldon,State Treasurer,,"YEE, KIMBERLY",REP,283,58,219,6
Greenlee,008 Duncan,State Treasurer,,"YEE, KIMBERLY",REP,397,97,289,11
Greenlee,001 Eagle,State Treasurer,,"MANOIL, MARK",DEM,0,0,0,0
Greenlee,002 Blue,State Treasurer,,"MANOIL, MARK",DEM,1,0,1,0
Greenlee,003 Clifton 1,State Treasurer,,"MANOIL, MARK",DEM,278,43,228,7
Greenlee,004 Clifton 2,State Treasurer,,"MANOIL, MARK",DEM,184,25,159,0
Greenlee,005 Morenci,State Treasurer,,"MANOIL, MARK",DEM,183,52,121,10
Greenlee,006 East Plantsite,State Treasurer,,"MANOIL, MARK",DEM,58,18,36,4
Greenlee,007 York/Sheldon,State Treasurer,,"MANOIL, MARK",DEM,170,32,138,0
Greenlee,008 Duncan,State Treasurer,,"MANOIL, MARK",DEM,160,31,124,5
Greenlee,001 Eagle,State Treasurer,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,State Treasurer,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,State Treasurer,,WRITE-IN,NON,1,0,1,0
Greenlee,004 Clifton 2,State Treasurer,,WRITE-IN,NON,0,0,0,0
Greenlee,005 Morenci,State Treasurer,,WRITE-IN,NON,0,0,0,0
Greenlee,006 East Plantsite,State Treasurer,,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,State Treasurer,,WRITE-IN,NON,0,0,0,0
Greenlee,008 Duncan,State Treasurer,,WRITE-IN,NON,1,1,0,0
Greenlee,001 Eagle,State Treasurer,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,State Treasurer,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,State Treasurer,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,State Treasurer,,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,State Treasurer,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,State Treasurer,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,State Treasurer,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,State Treasurer,,OVER VOTES,,0,0,0,0
Greenlee,001 Eagle,State Treasurer,,UNDER VOTES,,0,0,0,0
Greenlee,002 Blue,State Treasurer,,UNDER VOTES,,2,2,0,0
Greenlee,003 Clifton 1,State Treasurer,,UNDER VOTES,,20,2,18,0
Greenlee,004 Clifton 2,State Treasurer,,UNDER VOTES,,9,1,8,0
Greenlee,005 Morenci,State Treasurer,,UNDER VOTES,,12,1,10,1
Greenlee,006 East Plantsite,State Treasurer,,UNDER VOTES,,1,0,1,0
Greenlee,007 York/Sheldon,State Treasurer,,UNDER VOTES,,15,1,14,0
Greenlee,008 Duncan,State Treasurer,,UNDER VOTES,,30,3,26,1
Greenlee,001 Eagle,Sup of Public Instruction,,"RIGGS, FRANK",REP,12,0,12,0
Greenlee,002 Blue,Sup of Public Instruction,,"RIGGS, FRANK",REP,27,6,21,0
Greenlee,003 Clifton 1,Sup of Public Instruction,,"RIGGS, FRANK",REP,150,28,116,6
Greenlee,004 Clifton 2,Sup of Public Instruction,,"RIGGS, FRANK",REP,151,31,117,3
Greenlee,005 Morenci,Sup of Public Instruction,,"RIGGS, FRANK",REP,312,117,173,22
Greenlee,006 East Plantsite,Sup of Public Instruction,,"RIGGS, FRANK",REP,87,39,40,8
Greenlee,007 York/Sheldon,Sup of Public Instruction,,"RIGGS, FRANK",REP,276,61,209,6
Greenlee,008 Duncan,Sup of Public Instruction,,"RIGGS, FRANK",REP,367,89,267,11
Greenlee,001 Eagle,Sup of Public Instruction,,"HOFFMAN, KATHY",DEM,1,0,1,0
Greenlee,002 Blue,Sup of Public Instruction,,"HOFFMAN, KATHY",DEM,6,3,3,0
Greenlee,003 Clifton 1,Sup of Public Instruction,,"HOFFMAN, KATHY",DEM,289,47,235,7
Greenlee,004 Clifton 2,Sup of Public Instruction,,"HOFFMAN, KATHY",DEM,189,27,162,0
Greenlee,005 Morenci,Sup of Public Instruction,,"HOFFMAN, KATHY",DEM,206,65,130,11
Greenlee,006 East Plantsite,Sup of Public Instruction,,"HOFFMAN, KATHY",DEM,60,18,36,6
Greenlee,007 York/Sheldon,Sup of Public Instruction,,"HOFFMAN, KATHY",DEM,179,29,150,0
Greenlee,008 Duncan,Sup of Public Instruction,,"HOFFMAN, KATHY",DEM,194,41,147,6
Greenlee,001 Eagle,Sup of Public Instruction,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,Sup of Public Instruction,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,Sup of Public Instruction,,WRITE-IN,NON,1,0,1,0
Greenlee,004 Clifton 2,Sup of Public Instruction,,WRITE-IN,NON,0,0,0,0
Greenlee,005 Morenci,Sup of Public Instruction,,WRITE-IN,NON,2,0,2,0
Greenlee,006 East Plantsite,Sup of Public Instruction,,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,Sup of Public Instruction,,WRITE-IN,NON,0,0,0,0
Greenlee,008 Duncan,Sup of Public Instruction,,WRITE-IN,NON,1,0,1,0
Greenlee,001 Eagle,Sup of Public Instruction,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,Sup of Public Instruction,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Sup of Public Instruction,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,Sup of Public Instruction,,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,Sup of Public Instruction,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,Sup of Public Instruction,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Sup of Public Instruction,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,Sup of Public Instruction,,OVER VOTES,,0,0,0,0
Greenlee,001 Eagle,Sup of Public Instruction,,UNDER VOTES,,1,0,1,0
Greenlee,002 Blue,Sup of Public Instruction,,UNDER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Sup of Public Instruction,,UNDER VOTES,,23,1,22,0
Greenlee,004 Clifton 2,Sup of Public Instruction,,UNDER VOTES,,11,2,9,0
Greenlee,005 Morenci,Sup of Public Instruction,,UNDER VOTES,,13,1,11,1
Greenlee,006 East Plantsite,Sup of Public Instruction,,UNDER VOTES,,1,0,1,0
Greenlee,007 York/Sheldon,Sup of Public Instruction,,UNDER VOTES,,13,1,12,0
Greenlee,008 Duncan,Sup of Public Instruction,,UNDER VOTES,,26,2,24,0
Greenlee,001 Eagle,State Mine Inspector,,"HART, JOE",REP,12,0,12,0
Greenlee,002 Blue,State Mine Inspector,,"HART, JOE",REP,28,7,21,0
Greenlee,003 Clifton 1,State Mine Inspector,,"HART, JOE",REP,156,31,119,6
Greenlee,004 Clifton 2,State Mine Inspector,,"HART, JOE",REP,165,32,130,3
Greenlee,005 Morenci,State Mine Inspector,,"HART, JOE",REP,329,118,188,23
Greenlee,006 East Plantsite,State Mine Inspector,,"HART, JOE",REP,89,37,43,9
Greenlee,007 York/Sheldon,State Mine Inspector,,"HART, JOE",REP,296,64,227,5
Greenlee,008 Duncan,State Mine Inspector,,"HART, JOE",REP,384,88,284,12
Greenlee,001 Eagle,State Mine Inspector,,"PIERCE, WILLIAM ""BILL""",DEM,1,0,1,0
Greenlee,002 Blue,State Mine Inspector,,"PIERCE, WILLIAM ""BILL""",DEM,2,0,2,0
Greenlee,003 Clifton 1,State Mine Inspector,,"PIERCE, WILLIAM ""BILL""",DEM,284,42,235,7
Greenlee,004 Clifton 2,State Mine Inspector,,"PIERCE, WILLIAM ""BILL""",DEM,176,26,150,0
Greenlee,005 Morenci,State Mine Inspector,,"PIERCE, WILLIAM ""BILL""",DEM,189,63,116,10
Greenlee,006 East Plantsite,State Mine Inspector,,"PIERCE, WILLIAM ""BILL""",DEM,59,20,34,5
Greenlee,007 York/Sheldon,State Mine Inspector,,"PIERCE, WILLIAM ""BILL""",DEM,161,26,134,1
Greenlee,008 Duncan,State Mine Inspector,,"PIERCE, WILLIAM ""BILL""",DEM,166,38,124,4
Greenlee,001 Eagle,State Mine Inspector,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,State Mine Inspector,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,State Mine Inspector,,WRITE-IN,NON,1,0,1,0
Greenlee,004 Clifton 2,State Mine Inspector,,WRITE-IN,NON,0,0,0,0
Greenlee,005 Morenci,State Mine Inspector,,WRITE-IN,NON,0,0,0,0
Greenlee,006 East Plantsite,State Mine Inspector,,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,State Mine Inspector,,WRITE-IN,NON,0,0,0,0
Greenlee,008 Duncan,State Mine Inspector,,WRITE-IN,NON,3,0,3,0
Greenlee,001 Eagle,State Mine Inspector,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,State Mine Inspector,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,State Mine Inspector,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,State Mine Inspector,,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,State Mine Inspector,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,State Mine Inspector,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,State Mine Inspector,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,State Mine Inspector,,OVER VOTES,,0,0,0,0
Greenlee,001 Eagle,State Mine Inspector,,UNDER VOTES,,1,0,1,0
Greenlee,002 Blue,State Mine Inspector,,UNDER VOTES,,3,2,1,0
Greenlee,003 Clifton 1,State Mine Inspector,,UNDER VOTES,,22,3,19,0
Greenlee,004 Clifton 2,State Mine Inspector,,UNDER VOTES,,10,2,8,0
Greenlee,005 Morenci,State Mine Inspector,,UNDER VOTES,,15,2,12,1
Greenlee,006 East Plantsite,State Mine Inspector,,UNDER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,State Mine Inspector,,UNDER VOTES,,11,1,10,0
Greenlee,008 Duncan,State Mine Inspector,,UNDER VOTES,,35,6,28,1
Greenlee,001 Eagle,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,13,0,13,0
Greenlee,002 Blue,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,25,4,21,0
Greenlee,003 Clifton 1,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,139,29,105,5
Greenlee,004 Clifton 2,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,145,29,113,3
Greenlee,005 Morenci,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,284,118,144,22
Greenlee,006 East Plantsite,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,80,37,35,8
Greenlee,007 York/Sheldon,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,262,60,197,5
Greenlee,008 Duncan,Corporation Commissioner,,"GLASSMAN, RODNEY",REP,352,92,250,10
Greenlee,001 Eagle,Corporation Commissioner,,"OLSON, JUSTIN",REP,13,0,13,0
Greenlee,002 Blue,Corporation Commissioner,,"OLSON, JUSTIN",REP,24,3,21,0
Greenlee,003 Clifton 1,Corporation Commissioner,,"OLSON, JUSTIN",REP,133,29,99,5
Greenlee,004 Clifton 2,Corporation Commissioner,,"OLSON, JUSTIN",REP,155,32,120,3
Greenlee,005 Morenci,Corporation Commissioner,,"OLSON, JUSTIN",REP,290,116,153,21
Greenlee,006 East Plantsite,Corporation Commissioner,,"OLSON, JUSTIN",REP,82,38,35,9
Greenlee,007 York/Sheldon,Corporation Commissioner,,"OLSON, JUSTIN",REP,263,65,193,5
Greenlee,008 Duncan,Corporation Commissioner,,"OLSON, JUSTIN",REP,365,89,266,10
Greenlee,001 Eagle,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,0,0,0,0
Greenlee,002 Blue,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,3,2,1,0
Greenlee,003 Clifton 1,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,274,43,223,8
Greenlee,004 Clifton 2,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,166,26,140,0
Greenlee,005 Morenci,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,178,61,107,10
Greenlee,006 East Plantsite,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,49,16,27,6
Greenlee,007 York/Sheldon,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,158,26,131,1
Greenlee,008 Duncan,Corporation Commissioner,,"KENNEDY, SANDRA",DEM,154,30,117,7
Greenlee,001 Eagle,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,0,0,0,0
Greenlee,002 Blue,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,6,4,2,0
Greenlee,003 Clifton 1,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,271,44,219,8
Greenlee,004 Clifton 2,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,162,29,133,0
Greenlee,005 Morenci,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,171,55,108,8
Greenlee,006 East Plantsite,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,54,18,31,5
Greenlee,007 York/Sheldon,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,148,25,122,1
Greenlee,008 Duncan,Corporation Commissioner,,"SEARS, KIANA MARIA",DEM,140,32,102,6
Greenlee,001 Eagle,Corporation Commissioner,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,Corporation Commissioner,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,Corporation Commissioner,,WRITE-IN,NON,2,0,2,0
Greenlee,004 Clifton 2,Corporation Commissioner,,WRITE-IN,NON,0,0,0,0
Greenlee,005 Morenci,Corporation Commissioner,,WRITE-IN,NON,0,0,0,0
Greenlee,006 East Plantsite,Corporation Commissioner,,WRITE-IN,NON,0,0,0,0
Greenlee,007 York/Sheldon,Corporation Commissioner,,WRITE-IN,NON,0,0,0,0
Greenlee,008 Duncan,Corporation Commissioner,,WRITE-IN,NON,3,1,2,0
Greenlee,001 Eagle,Corporation Commissioner,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,Corporation Commissioner,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Corporation Commissioner,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,Corporation Commissioner,,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,Corporation Commissioner,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,Corporation Commissioner,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Corporation Commissioner,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,Corporation Commissioner,,OVER VOTES,,4,0,4,0
Greenlee,001 Eagle,Corporation Commissioner,,UNDER VOTES,,2,0,2,0
Greenlee,002 Blue,Corporation Commissioner,,UNDER VOTES,,8,5,3,0
Greenlee,003 Clifton 1,Corporation Commissioner,,UNDER VOTES,,107,7,100,0
Greenlee,004 Clifton 2,Corporation Commissioner,,UNDER VOTES,,74,4,70,0
Greenlee,005 Morenci,Corporation Commissioner,,UNDER VOTES,,143,16,120,7
Greenlee,006 East Plantsite,Corporation Commissioner,,UNDER VOTES,,31,5,26,0
Greenlee,007 York/Sheldon,Corporation Commissioner,,UNDER VOTES,,105,6,99,0
Greenlee,008 Duncan,Corporation Commissioner,,UNDER VOTES,,158,20,137,1
Greenlee,001 Eagle,Clerk of the Superior Court,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,Clerk of the Superior Court,,WRITE-IN,NON,2,1,1,0
Greenlee,003 Clifton 1,Clerk of the Superior Court,,WRITE-IN,NON,103,31,68,4
Greenlee,004 Clifton 2,Clerk of the Superior Court,,WRITE-IN,NON,108,26,81,1
Greenlee,005 Morenci,Clerk of the Superior Court,,WRITE-IN,NON,108,62,35,11
Greenlee,006 East Plantsite,Clerk of the Superior Court,,WRITE-IN,NON,27,19,2,6
Greenlee,007 York/Sheldon,Clerk of the Superior Court,,WRITE-IN,NON,117,29,87,1
Greenlee,008 Duncan,Clerk of the Superior Court,,WRITE-IN,NON,143,56,84,3
Greenlee,001 Eagle,Clerk of the Superior Court,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,Clerk of the Superior Court,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Clerk of the Superior Court,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,Clerk of the Superior Court,,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,Clerk of the Superior Court,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,Clerk of the Superior Court,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Clerk of the Superior Court,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,Clerk of the Superior Court,,OVER VOTES,,0,0,0,0
Greenlee,001 Eagle,Clerk of the Superior Court,,UNDER VOTES,,14,0,14,0
Greenlee,002 Blue,Clerk of the Superior Court,,UNDER VOTES,,31,8,23,0
Greenlee,003 Clifton 1,Clerk of the Superior Court,,UNDER VOTES,,360,45,306,9
Greenlee,004 Clifton 2,Clerk of the Superior Court,,UNDER VOTES,,243,34,207,2
Greenlee,005 Morenci,Clerk of the Superior Court,,UNDER VOTES,,425,121,281,23
Greenlee,006 East Plantsite,Clerk of the Superior Court,,UNDER VOTES,,121,38,75,8
Greenlee,007 York/Sheldon,Clerk of the Superior Court,,UNDER VOTES,,351,62,284,5
Greenlee,008 Duncan,Clerk of the Superior Court,,UNDER VOTES,,445,76,355,14
Greenlee,001 Eagle,Justice of the Peace Precinct 1,,"NABOR, GRACE",DEM,7,0,7,0
Greenlee,002 Blue,Justice of the Peace Precinct 1,,"NABOR, GRACE",DEM,19,7,12,0
Greenlee,003 Clifton 1,Justice of the Peace Precinct 1,,"NABOR, GRACE",DEM,354,60,284,10
Greenlee,004 Clifton 2,Justice of the Peace Precinct 1,,"NABOR, GRACE",DEM,269,51,216,2
Greenlee,005 Morenci,Justice of the Peace Precinct 1,,"NABOR, GRACE",DEM,381,140,213,28
Greenlee,006 East Plantsite,Justice of the Peace Precinct 1,,"NABOR, GRACE",DEM,105,43,48,14
Greenlee,007 York/Sheldon,Justice of the Peace Precinct 1,,"NABOR, GRACE",DEM,14,2,12,0
Greenlee,001 Eagle,Justice of the Peace Precinct 1,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,Justice of the Peace Precinct 1,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,Justice of the Peace Precinct 1,,WRITE-IN,NON,13,4,9,0
Greenlee,004 Clifton 2,Justice of the Peace Precinct 1,,WRITE-IN,NON,5,0,5,0
Greenlee,005 Morenci,Justice of the Peace Precinct 1,,WRITE-IN,NON,23,11,10,2
Greenlee,006 East Plantsite,Justice of the Peace Precinct 1,,WRITE-IN,NON,4,4,0,0
Greenlee,007 York/Sheldon,Justice of the Peace Precinct 1,,WRITE-IN,NON,1,0,0,1
Greenlee,001 Eagle,Justice of the Peace Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,Justice of the Peace Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Justice of the Peace Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,Justice of the Peace Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,Justice of the Peace Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,Justice of the Peace Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Justice of the Peace Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,001 Eagle,Justice of the Peace Precinct 1,,UNDER VOTES,,7,0,7,0
Greenlee,002 Blue,Justice of the Peace Precinct 1,,UNDER VOTES,,14,2,12,0
Greenlee,003 Clifton 1,Justice of the Peace Precinct 1,,UNDER VOTES,,96,12,81,3
Greenlee,004 Clifton 2,Justice of the Peace Precinct 1,,UNDER VOTES,,77,9,67,1
Greenlee,005 Morenci,Justice of the Peace Precinct 1,,UNDER VOTES,,129,32,93,4
Greenlee,006 East Plantsite,Justice of the Peace Precinct 1,,UNDER VOTES,,39,10,29,0
Greenlee,007 York/Sheldon,Justice of the Peace Precinct 1,,UNDER VOTES,,7,2,5,0
Greenlee,007 York/Sheldon,Justice of the Peace Precinct 2,,"SMITH, KAREN",IND,346,73,269,4
Greenlee,008 Duncan,Justice of the Peace Precinct 2,,"SMITH, KAREN",IND,491,118,359,14
Greenlee,007 York/Sheldon,Justice of the Peace Precinct 2,,WRITE-IN,NON,4,2,2,0
Greenlee,008 Duncan,Justice of the Peace Precinct 2,,WRITE-IN,NON,9,4,5,0
Greenlee,007 York/Sheldon,Justice of the Peace Precinct 2,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,Justice of the Peace Precinct 2,,OVER VOTES,,1,0,1,0
Greenlee,007 York/Sheldon,Justice of the Peace Precinct 2,,UNDER VOTES,,96,12,83,1
Greenlee,008 Duncan,Justice of the Peace Precinct 2,,UNDER VOTES,,87,10,74,3
Greenlee,001 Eagle,Constable Precinct 1,,"CARRILLO, ARMANDO",DEM,3,0,3,0
Greenlee,002 Blue,Constable Precinct 1,,"CARRILLO, ARMANDO",DEM,17,6,11,0
Greenlee,003 Clifton 1,Constable Precinct 1,,"CARRILLO, ARMANDO",DEM,380,59,310,11
Greenlee,004 Clifton 2,Constable Precinct 1,,"CARRILLO, ARMANDO",DEM,286,47,237,2
Greenlee,005 Morenci,Constable Precinct 1,,"CARRILLO, ARMANDO",DEM,374,138,210,26
Greenlee,006 East Plantsite,Constable Precinct 1,,"CARRILLO, ARMANDO",DEM,105,44,48,13
Greenlee,007 York/Sheldon,Constable Precinct 1,,"CARRILLO, ARMANDO",DEM,13,1,12,0
Greenlee,001 Eagle,Constable Precinct 1,,WRITE-IN,NON,0,0,0,0
Greenlee,002 Blue,Constable Precinct 1,,WRITE-IN,NON,0,0,0,0
Greenlee,003 Clifton 1,Constable Precinct 1,,WRITE-IN,NON,6,2,4,0
Greenlee,004 Clifton 2,Constable Precinct 1,,WRITE-IN,NON,4,1,3,0
Greenlee,005 Morenci,Constable Precinct 1,,WRITE-IN,NON,19,8,9,2
Greenlee,006 East Plantsite,Constable Precinct 1,,WRITE-IN,NON,3,3,0,0
Greenlee,007 York/Sheldon,Constable Precinct 1,,WRITE-IN,NON,2,1,0,1
Greenlee,001 Eagle,Constable Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,Constable Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Constable Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,Constable Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,005 Morenci,Constable Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,006 East Plantsite,Constable Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Constable Precinct 1,,OVER VOTES,,0,0,0,0
Greenlee,001 Eagle,Constable Precinct 1,,UNDER VOTES,,11,0,11,0
Greenlee,002 Blue,Constable Precinct 1,,UNDER VOTES,,16,3,13,0
Greenlee,003 Clifton 1,Constable Precinct 1,,UNDER VOTES,,77,15,60,2
Greenlee,004 Clifton 2,Constable Precinct 1,,UNDER VOTES,,61,12,48,1
Greenlee,005 Morenci,Constable Precinct 1,,UNDER VOTES,,140,37,97,6
Greenlee,006 East Plantsite,Constable Precinct 1,,UNDER VOTES,,40,10,29,1
Greenlee,007 York/Sheldon,Constable Precinct 1,,UNDER VOTES,,7,2,5,0
Greenlee,007 York/Sheldon,Constable Precinct 2,,"COOK, VICKI",DEM,316,64,249,3
Greenlee,008 Duncan,Constable Precinct 2,,"COOK, VICKI",DEM,491,115,363,13
Greenlee,007 York/Sheldon,Constable Precinct 2,,WRITE-IN,NON,14,6,8,0
Greenlee,008 Duncan,Constable Precinct 2,,WRITE-IN,NON,5,3,2,0
Greenlee,007 York/Sheldon,Constable Precinct 2,,OVER VOTES,,0,0,0,0
Greenlee,008 Duncan,Constable Precinct 2,,OVER VOTES,,0,0,0,0
Greenlee,007 York/Sheldon,Constable Precinct 2,,UNDER VOTES,,116,17,97,2
Greenlee,008 Duncan,Constable Precinct 2,,UNDER VOTES,,92,14,74,4
Greenlee,001 Eagle,Retain Justice Supreme-Bolick,,YES,NON,10,0,10,0
Greenlee,002 Blue,Retain Justice Supreme-Bolick,,YES,NON,18,6,12,0
Greenlee,003 Clifton 1,Retain Justice Supreme-Bolick,,YES,NON,291,51,229,11
Greenlee,004 Clifton 2,Retain Justice Supreme-Bolick,,YES,NON,237,40,195,2
Greenlee,005 Morenci,Retain Justice Supreme-Bolick,,YES,NON,348,131,193,24
Greenlee,006 East Plantsite,Retain Justice Supreme-Bolick,,YES,NON,107,45,51,11
Greenlee,007 York/Sheldon,Retain Justice Supreme-Bolick,,YES,NON,295,70,222,3
Greenlee,008 Duncan,Retain Justice Supreme-Bolick,,YES,NON,405,95,296,14
Greenlee,001 Eagle,Retain Justice Supreme-Bolick,,NO,NON,2,0,2,0
Greenlee,002 Blue,Retain Justice Supreme-Bolick,,NO,NON,7,0,7,0
Greenlee,003 Clifton 1,Retain Justice Supreme-Bolick,,NO,NON,104,18,85,1
Greenlee,004 Clifton 2,Retain Justice Supreme-Bolick,,NO,NON,53,14,39,0
Greenlee,005 Morenci,Retain Justice Supreme-Bolick,,NO,NON,117,41,68,8
Greenlee,006 East Plantsite,Retain Justice Supreme-Bolick,,NO,NON,24,9,13,2
Greenlee,007 York/Sheldon,Retain Justice Supreme-Bolick,,NO,NON,95,18,75,2
Greenlee,008 Duncan,Retain Justice Supreme-Bolick,,NO,NON,86,23,61,2
Greenlee,001 Eagle,Retain Justice Supreme-Bolick,,OVER VOTES,,0,0,0,0
Greenlee,002 Blue,Retain Justice Supreme-Bolick,,OVER VOTES,,0,0,0,0
Greenlee,003 Clifton 1,Retain Justice Supreme-Bolick,,OVER VOTES,,0,0,0,0
Greenlee,004 Clifton 2,Retain Justice Supreme-Bolick,,OVER VOTES,,0,0,0,0
